Plant name,chem_final,n_samples,pct_mean,pct_std
Coriandrum sativum,cis-3-Hexen-1-ol,1,0.69,
Coriandrum sativum,cis-4-Decen-1-ol,1,1.73,
Coriandrum sativum,cis-4-Decenal,2,0.095,0.09192388155425119
Coriandrum sativum,gamma-Terpinene,2,1e-07,0.0
Coriandrum sativum,l-Menthol,1,1e-07,
Coriandrum sativum,p-CYMENE,1,1e-07,
Coriandrum sativum,trans-2-Dodecen-1-ol,13,5.34,1.7061555224148433
Coriandrum sativum,trans-2-Tridecen-1-ol,1,0.12,
Coriandrum sativum,trans-2-Undecen-1-ol,13,3.1107692307692307,1.575121484936223
Coriandrum sativum,trans-4-Decen-1-al,1,0.3,
Coriandrum sativum,α-nerolidol,1,1e-07,
Corymbia citriodora,(+)-3-Carene,6,0.03333341666666667,0.08164961726794356
Corymbia citriodora,(+)-delta-Cadinene,2,0.050000050000000004,0.07071060740797663
Corymbia citriodora,(-)-Alloaromadendrene,2,1e-07,0.0
Corymbia citriodora,(-)-Isopulegol,5,24.45,25.544849774465302
Corymbia citriodora,(-)-beta-Pinene,8,0.287500025,0.2416461063503566
Corymbia citriodora,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",1,1e-07,
Corymbia citriodora,"(1r,3s,5r)-6,6-Dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",1,1e-07,
Corymbia citriodora,(E)-alpha-bergamotene,1,1e-07,
Corymbia citriodora,"(E,Z)-farnesol",1,1e-07,
Corymbia citriodora,"1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",6,2.316666683333333,3.3612001686897495
Corymbia citriodora,"1,4-Cineole",6,12.950000066666666,20.073041571421108
Corymbia citriodora,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",9,1.2833333777777778,3.2823390854186085
Corymbia citriodora,10-epi-gamma-Eudesmol,1,1e-07,
Corymbia citriodora,"2,6-Dimethyl-5-heptenal",1,0.2,
Corymbia citriodora,2-(4-Methylphenyl)propan-2-ol,7,0.2142857714285714,0.3078341699527183
Corymbia citriodora,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",2,0.1,0.0
Corymbia citriodora,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",2,0.050000050000000004,0.07071060740797663
Corymbia citriodora,"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, acetate",6,0.7000000833333334,1.7146427791233956
Corymbia citriodora,3-Methylbutyl 2-methylbutanoate,1,1e-07,
Corymbia citriodora,4-Methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol,6,0.01666675,0.04082478822155726
Corymbia citriodora,"4-Terpineol, (+/-)-",10,0.11000006,0.19692070259653702
Corymbia citriodora,"6-Methyl-2-(4-methylcyclohex-3-en-1-yl)hepta-1,5-dien-4-ol",1,0.05,
Corymbia citriodora,7-tetracycloundecano,1,1e-07,
Corymbia citriodora,Acetophenone,1,1e-07,
Corymbia citriodora,Alpha-Longipinene,6,0.10000006666666666,0.16733195749767185
Corymbia citriodora,Alpha-Terpineol,9,0.13888894444444444,0.26193719428520035
Corymbia citriodora,Aromadendrene,3,0.033333400000000006,0.05773496918393566
Corymbia citriodora,Beta-Elemene,3,0.3333333666666667,0.49328825244475805
Corymbia citriodora,Beta-Phellandrene,1,1e-07,
Corymbia citriodora,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",3,0.08333336666666667,0.1040832599412765
Corymbia citriodora,Calamenene,1,0.1,
Corymbia citriodora,Camphene,7,27.028571442857146,12.162745580313212
Corymbia citriodora,Carotol,6,1.0333333999999998,2.4824718530797756
Corymbia citriodora,Carvacrol,1,1e-07,
Corymbia citriodora,Caryophyllene,9,0.9222222444444443,0.9310984901358907
Corymbia citriodora,Citral,3,0.06666666666666667,0.02886751345948129
Corymbia citriodora,Citronellal,10,18.60800005,32.8951157154439
Corymbia citriodora,Citronellic acid,1,0.3,
Corymbia citriodora,Citronellyl acetate,4,2.48,3.563883649428902
Corymbia citriodora,Citronellyl formate,1,0.05,
Corymbia citriodora,Dihydrocarveol,6,0.8166667500000001,2.0004165824481
Corymbia citriodora,Eucalyptol,10,16.93000003,21.9045936071308
Corymbia citriodora,Eugenol,9,0.5555556111111111,1.5183141006831677
Corymbia citriodora,Geraniol,9,0.7222222777777777,1.595131453569476
Corymbia citriodora,Geranyl acetate,3,0.16666666666666666,0.05773502691896258
Corymbia citriodora,Humulene,3,0.06666670000000001,0.057734969183935655
Corymbia citriodora,Isobutyl phenylacetate,1,1e-07,
Corymbia citriodora,Jasmone,1,0.1,
Corymbia citriodora,"Limonene, (-)-",10,0.09000004,0.08755945789387537
Corymbia citriodora,"Linalool, (+/-)-",9,2.188888922222222,4.144708789160518
Corymbia citriodora,Linalyl acetate,6,1.3333333666666667,1.6609234058197875
Corymbia citriodora,Myrcene,3,0.10000003333333334,0.09999995000000417
Corymbia citriodora,Myrtenal,1,1e-07,
Corymbia citriodora,Myrtenol,7,0.014285800000000001,0.03779640950447542
Corymbia citriodora,Neral,2,3.5,4.8083261120685235
Corymbia citriodora,Nerol,6,0.81666675,2.0004165824481
Corymbia citriodora,Perillyl alcohol,6,0.050000083333333334,0.12247444631432985
Corymbia citriodora,Pulegol,1,0.3,
Corymbia citriodora,Sabinene,8,0.0875000625,0.1457737544964891
Corymbia citriodora,Safrole,6,0.1833334166666667,0.4490730786854203
Corymbia citriodora,Santolina alcohol,1,1e-07,
Corymbia citriodora,Spathulenol,1,0.1,
Corymbia citriodora,Thymol,6,0.01666675,0.04082478822155726
Corymbia citriodora,Torreyol,1,1e-07,
Corymbia citriodora,Valencene,6,0.1833334166666667,0.4490730786854203
Corymbia citriodora,Verbenone,7,0.014285800000000001,0.03779640950447542
Corymbia citriodora,Viridifloral,1,1e-07,
Corymbia citriodora,Viridiflorene,1,1.2,
Corymbia citriodora,Viridiflorol,6,4.6666666999999995,3.7558842225677473
Corymbia citriodora,Ylangene,1,0.05,
Corymbia citriodora,"alpha,3-Dimethylstyrene",1,1e-07,
Corymbia citriodora,"alpha-Cadinene, (+)-",6,0.1833334,0.402077899583322
Corymbia citriodora,alpha-Calacorene,1,1e-07,
Corymbia citriodora,alpha-Campholenal,1,0.1,
Corymbia citriodora,alpha-Copaene,6,0.033333400000000006,0.05163972630965427
Corymbia citriodora,alpha-Eudesmol,1,0.05,
Corymbia citriodora,alpha-Fenchol,1,1e-07,
Corymbia citriodora,alpha-Muurolene,1,1e-07,
Corymbia citriodora,alpha-PHELLANDRENE,3,0.05000003333333333,0.04999995000000834
Corymbia citriodora,alpha-PINENE,8,5.9750000125,4.193787902617735
Corymbia citriodora,alpha-Selinene,6,0.08333341666666666,0.20412410440710246
Corymbia citriodora,alpha-Terpinene,4,0.025000075000000004,0.04999995
Corymbia citriodora,beta-CARYOPHYLLENE OXIDE,9,0.05000004444444445,0.04999995000000278
Corymbia citriodora,"beta-CITRONELLOL, (+/-)-",3,4.466666666666667,4.350095784386056
Corymbia citriodora,beta-EUDESMOL,1,0.1,
Corymbia citriodora,beta-Fenchyl alcohol,2,1e-07,0.0
Corymbia citriodora,"beta-OCIMENE, (3E)-",3,0.11666666666666665,0.07637626158259735
Corymbia citriodora,"beta-Ocimene, (3Z)-",3,0.05000003333333334,0.049999950000008335
Corymbia citriodora,cis-Calamenen-10-ol,1,1e-07,
Corymbia citriodora,"cis-Muurola-3,5-diene",1,1e-07,
Corymbia citriodora,cis-Myrtanol,1,0.1,
Corymbia citriodora,gamma-Cadinene,2,0.025000050000000003,0.03535526834864926
Corymbia citriodora,gamma-EUDESMOL,1,0.1,
Corymbia citriodora,gamma-Terpinene,2,0.025000050000000003,0.03535526834864926
Corymbia citriodora,iso-Isopulegol,1,0.05,
Corymbia citriodora,l-Menthol,2,2.8,3.5355339059327378
Corymbia citriodora,l-phellandrene,6,0.93333335,0.8547904008196016
Corymbia citriodora,p-CYMENE,4,0.13750004999999998,0.24281333365365942
Corymbia citriodora,"p-Mentha-1,3,8-triene",1,1e-07,
Corymbia citriodora,tau-Cadinol,1,1e-07,
Corymbia citriodora,"trans-Cadina-1,4-diene",1,0.1,
Corymbia citriodora,trans-Calamenen-10-ol,1,0.5,
Corymbia citriodora,trans-Nerolidol,6,0.15000008333333334,0.3674234205926477
Corymbia citriodora,trans-Sabinol,1,1e-07,
Corymbia citriodora,trans-Verbenyl acetate,1,0.05,
Cymbopogon flexuosus,(+)-delta-Cadinene,1,0.3,
Cymbopogon flexuosus,(-)-beta-Pinene,29,0.22068965862068968,0.14237603163537324
Cymbopogon flexuosus,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",1,0.4,
Cymbopogon flexuosus,4-Nonanone,1,0.3,
Cymbopogon flexuosus,"4-Terpineol, (+/-)-",29,0.4827586206896552,0.17127456136116115
Cymbopogon flexuosus,6-Methyl-5-hepten-2-one,30,0.21666666666666667,0.18019784784457357
Cymbopogon flexuosus,Alpha-Terpineol,31,0.48709677419354835,0.28016891986070475
Cymbopogon flexuosus,Beta-Phellandrene,1,0.2,
Cymbopogon flexuosus,Bornyl acetate,1,0.3,
Cymbopogon flexuosus,Camphene,1,1.3,
Cymbopogon flexuosus,Caryophyllene,31,0.4129032258064516,0.16277169181376097
Cymbopogon flexuosus,Citral,31,47.49032258064516,6.589453939880485
Cymbopogon flexuosus,Citronellal,31,0.3870967741935484,0.674162164212672
Cymbopogon flexuosus,Citronellyl acetate,30,0.5933333366666667,0.94245948505255
Cymbopogon flexuosus,Decanal,1,0.2,
Cymbopogon flexuosus,Eugenol,1,0.2,
Cymbopogon flexuosus,Geraniol,31,5.203225806451614,4.834630897387981
Cymbopogon flexuosus,Geranyl acetate,31,1.5838709677419356,0.5465630638779928
Cymbopogon flexuosus,"Limonene, (-)-",31,0.6193548387096774,0.3691606288493846
Cymbopogon flexuosus,"Linalool, (+/-)-",31,0.6225806451612903,0.178343633508189
Cymbopogon flexuosus,Myrcene,1,0.5,
Cymbopogon flexuosus,Neral,31,34.064516129032256,4.676861368275152
Cymbopogon flexuosus,Nerol,30,0.15666668,0.1406470933704796
Cymbopogon flexuosus,Tricyclene,1,0.2,
Cymbopogon flexuosus,alpha-PINENE,29,0.1896551724137931,0.0724313842109842
Cymbopogon flexuosus,beta-CARYOPHYLLENE OXIDE,30,0.5566666666666666,0.13565507307349298
Cymbopogon flexuosus,"beta-CITRONELLOL, (+/-)-",30,0.9166666766666667,4.379582983284056
Cymbopogon flexuosus,beta-Cubebene,1,0.5,
Cymbopogon flexuosus,"beta-OCIMENE, (3E)-",30,0.11666666666666667,0.037904902178945175
Cymbopogon flexuosus,"beta-Ocimene, (3Z)-",30,0.29,0.20401149392907356
Cymbopogon flexuosus,gamma-Cadinene,1,1.0,
Cymbopogon flexuosus,p-CYMENE,30,1.3466666666666667,0.23886705772116812
Cymbopogon nardus,(-)-beta-Pinene,1,1.5,
Cymbopogon nardus,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",1,3.8,
Cymbopogon nardus,"(5E)-3,3,5-trimethylhepta-1,5-diene",1,0.7,
Cymbopogon nardus,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",1,2.5,
Cymbopogon nardus,Alpha-Terpineol,1,0.5,
Cymbopogon nardus,Arachidic Acid,1,0.1,
Cymbopogon nardus,Behenic Acid,1,0.1,
Cymbopogon nardus,Beta-Elemene,1,0.2,
Cymbopogon nardus,Bis(2-ethylhexyl) phthalate,1,2.0,
Cymbopogon nardus,Caryophyllene,1,2.2,
Cymbopogon nardus,Cetyl Alcohol,1,0.5,
Cymbopogon nardus,Citral,1,0.3,
Cymbopogon nardus,Citronellal,4,18.475,10.091704514104642
Cymbopogon nardus,Citronellyl acetate,3,4.866666666666667,1.0016652800877817
Cymbopogon nardus,Elemol,3,9.666666666666666,2.1126602503321092
Cymbopogon nardus,Eugenol,1,0.5,
Cymbopogon nardus,Geraniol,4,19.5,3.1421860755425244
Cymbopogon nardus,Geranyl acetate,3,5.133333333333334,1.530795000427338
Cymbopogon nardus,Germacrene D-4-ol,1,1.5,
Cymbopogon nardus,Humulene,1,0.3,
Cymbopogon nardus,Isoborneol,1,1.1,
Cymbopogon nardus,Lavandulol,1,0.7,
Cymbopogon nardus,"Limonene, (-)-",1,0.2,
Cymbopogon nardus,"Linalool, (+/-)-",1,0.7,
Cymbopogon nardus,Myrcene,1,2.9,
Cymbopogon nardus,Nerol,1,1.5,
Cymbopogon nardus,Spathulenol,1,0.2,
Cymbopogon nardus,Valencene,1,0.5,
Cymbopogon nardus,Valencene (isomer I),1,0.2,
Cymbopogon nardus,alpha-PINENE,1,0.5,
Cymbopogon nardus,alpha-Selinene,1,1.0,
Cymbopogon nardus,"beta-CITRONELLOL, (+/-)-",3,7.8,2.151743479135001
Cymbopogon nardus,beta-Selinene,1,0.8,
Cymbopogon nardus,gamma-Terpineol,1,9.2,
Cymbopogon nardus,limonene acetate,3,2.6,0.1732050807568879
Cymbopogon nardus,trans-Nerolidol,1,4.8,
Elettaria cardamomum,(+)-3-Carene,2,0.16000005,0.2262740992690171
Elettaria cardamomum,"(+)-6-Hydroxy-2,6-dimethyl-7-octen-4-one",1,1e-07,
Elettaria cardamomum,(-)-beta-Pinene,3,0.45933336666666663,0.40595724824173707
Elettaria cardamomum,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",1,0.518,
Elettaria cardamomum,"(1r,3s,5r)-6,6-Dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",1,1e-07,
Elettaria cardamomum,"1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",1,0.1,
Elettaria cardamomum,"1,4-Cineole",1,1e-07,
Elettaria cardamomum,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",1,1e-07,
Elettaria cardamomum,2-(4-Methylphenyl)propan-2-ol,1,1e-07,
Elettaria cardamomum,2-Heptene,1,1e-07,
Elettaria cardamomum,"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, acetate",1,1e-07,
Elettaria cardamomum,"4,7,7-Trimethylbicyclo[4.1.0]hept-2-ene",1,0.257,
Elettaria cardamomum,4-Methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol,2,2.00000005,2.8284270540355116
Elettaria cardamomum,"4-Terpineol, (+/-)-",4,1.259750025,0.9959050319600438
Elettaria cardamomum,Acetic Acid,2,0.40000005,0.5656853542385599
Elettaria cardamomum,Alpha-Terpineol,5,2.01040004,2.07270369299618
Elettaria cardamomum,Ascaridole,1,1.3,
Elettaria cardamomum,Beta-Elemene,3,0.15200003333333334,0.13165099619829443
Elettaria cardamomum,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",2,0.7829999999999999,0.5897270555095807
Elettaria cardamomum,Caryophyllene,1,0.8,
Elettaria cardamomum,Citral,1,0.312,
Elettaria cardamomum,Cycloheptene,1,0.351,
Elettaria cardamomum,Dihydrocarveol,1,0.9,
Elettaria cardamomum,Eucalyptol,5,45.5812,25.29495873094083
Elettaria cardamomum,Fenchol,1,1e-07,
Elettaria cardamomum,Formic Acid,1,2.1,
Elettaria cardamomum,Geraniol,3,0.7663333666666666,1.0859052705922387
Elettaria cardamomum,Geranyl acetate,3,0.8186667,0.914737804765207
Elettaria cardamomum,Isoborneol,1,1e-07,
Elettaria cardamomum,Isomenthol,1,0.2,
Elettaria cardamomum,"Limonene-1,2-epoxide",1,1e-07,
Elettaria cardamomum,"Linalool, (+/-)-",5,1.06080004,1.7615570084218115
Elettaria cardamomum,Linalyl acetate,3,0.13000006666666666,0.22516654724892715
Elettaria cardamomum,Methyl geranate,3,0.1656667,0.22901160836662843
Elettaria cardamomum,Myrcene,4,1.291000025,1.1075756921914346
Elettaria cardamomum,Neral,1,0.253,
Elettaria cardamomum,Nerol,1,1e-07,
Elettaria cardamomum,Neryl acetate,1,1.7,
Elettaria cardamomum,Perillene,1,0.239,
Elettaria cardamomum,Retinal,2,0.45500005,0.6434671001690802
Elettaria cardamomum,Sabinene,2,3.795,0.03535533905932725
Elettaria cardamomum,"Selina-4(15),7(11)-diene",1,0.373,
Elettaria cardamomum,Terpinolene,4,0.24875002499999999,0.1673506301651391
Elettaria cardamomum,Valencene,1,1.0,
Elettaria cardamomum,alpha-Guaiene,1,0.1,
Elettaria cardamomum,alpha-PHELLANDRENE,1,2.5,
Elettaria cardamomum,alpha-PINENE,4,1.6195,0.6703737763367537
Elettaria cardamomum,alpha-Terpinene,1,2.2,
Elettaria cardamomum,alpha-Terpinyl acetate,4,41.863749999999996,9.903169000375584
Elettaria cardamomum,beta-CARYOPHYLLENE OXIDE,1,0.2,
Elettaria cardamomum,"beta-CITRONELLOL, (+/-)-",1,1e-07,
Elettaria cardamomum,"beta-OCIMENE, (3E)-",1,0.5,
Elettaria cardamomum,"beta-Ocimene, (3Z)-",2,3.05,0.9192388155425121
Elettaria cardamomum,beta-Selinene,3,0.6313333333333334,0.4193630090188372
Elettaria cardamomum,beta-Thujene,1,6.003,
Elettaria cardamomum,gamma-Cadinene,3,0.4146667,0.5213878516677101
Elettaria cardamomum,gamma-Muurolene,2,0.04000005,0.056568471784245684
Elettaria cardamomum,gamma-Terpinene,4,0.539750025,0.4552657253553532
Elettaria cardamomum,sabine hydrate,2,0.35000004999999995,0.49497467611990514
Elettaria cardamomum,trans-Nerolidol,3,0.48133336666666665,0.7570900112932434
Elettaria cardamomum,y-limonene,1,0.287,
Foeniculum vulgare,Anethole,2,26.25,34.153257531310246
Foeniculum vulgare,Citronellal,1,1.8,
Foeniculum vulgare,Cuminaldehyde,1,87.3,
Foeniculum vulgare,Estragole,1,22.4,
Foeniculum vulgare,Fenchone,2,9.649999999999999,2.0506096654409873
Foeniculum vulgare,Geraniol,1,0.6,
Foeniculum vulgare,"Limonene, (-)-",1,11.4,
Foeniculum vulgare,alpha-PINENE,1,1.1,
Juniperus communis,(+)-delta-Cadinene,1,2.9,
Juniperus communis,(-)-beta-Curcumene,1,1.0,
Juniperus communis,(-)-beta-Pinene,1,10.7,
Juniperus communis,"(R,R)-1-isopropyl-4-methyl-3-(prop-1-en-2-yl)-4-vinylcyclohexene",1,0.2,
Juniperus communis,Beta-Phellandrene,1,0.8,
Juniperus communis,Calarene,1,0.6,
Juniperus communis,Caryophyllene,1,0.6,
Juniperus communis,Eucalyptol,1,0.1,
Juniperus communis,"Limonene, (-)-",1,1.4,
Juniperus communis,Myrcene,1,4.1,
Juniperus communis,Sabinene,1,22.8,
Juniperus communis,Terpinolene,1,2.2,
Juniperus communis,alpha-Cadinol,1,2.2,
Juniperus communis,alpha-Calacorene,1,0.2,
Juniperus communis,alpha-Copaene,1,0.6,
Juniperus communis,alpha-Cubebene,1,0.6,
Juniperus communis,alpha-Muurolene,1,3.8,
Juniperus communis,alpha-PHELLANDRENE,1,0.3,
Juniperus communis,alpha-PINENE,1,2.3,
Juniperus communis,alpha-Terpinene,1,2.9,
Juniperus communis,beta-Cubebene,1,0.2,
Juniperus communis,gamma-Cadinene,1,10.6,
Juniperus communis,gamma-EUDESMOL,1,1.2,
Juniperus communis,gamma-Muurolene,1,3.8,
Juniperus communis,gamma-Terpinene,1,6.2,
Juniperus communis,tau-Cadinol,1,1.1,
Juniperus communis,trans-Sabinene hydrate,1,6.0,
Lavandula angustifolia,(+)-3-Carene,9,0.07777782222222224,0.08333328666667027
Lavandula angustifolia,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",9,0.022222300000000004,0.04409581108855466
Lavandula angustifolia,(E)-alpha-bergamotene,9,0.1555555777777778,0.13333330416667075
Lavandula angustifolia,(R)-4-Isopropylcyclohex-2-enone,9,1.0444444444444445,1.5050839769852635
Lavandula angustifolia,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",9,2.2777778,1.8579408845696779
Lavandula angustifolia,1-Octen-3-yl acetate,9,0.6888889,0.462180802163926
Lavandula angustifolia,2-(4-Methylphenyl)propan-2-ol,9,0.15555555555555556,0.08819171036881968
Lavandula angustifolia,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",18,0.24444449444444447,0.6491824725101423
Lavandula angustifolia,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",9,0.5888888999999999,1.025237092768736
Lavandula angustifolia,3-Octanone,9,0.20000001111111113,0.13228754665500872
Lavandula angustifolia,"4-Terpineol, (+/-)-",9,1.2111111111111112,0.5158595846847387
Lavandula angustifolia,7-Methoxycoumarin,9,1.344444522222222,3.7077995553292795
Lavandula angustifolia,Alpha-Terpineol,9,5.811111111111112,5.279309719187833
Lavandula angustifolia,Bornyl acetate,9,0.24444446666666664,0.15898982846571508
Lavandula angustifolia,Camphene,9,0.06666671111111111,0.0707106309782066
Lavandula angustifolia,Camphor,9,0.41111111111111115,0.12692955176439846
Lavandula angustifolia,Caryophyllene,9,4.788888888888889,2.6421792352357762
Lavandula angustifolia,Citral,9,0.0222223,0.04409581108855466
Lavandula angustifolia,Coumarin,9,2.555555622222222,6.753167952483075
Lavandula angustifolia,Eucalyptol,9,1.2000000000000002,0.6519202405202649
Lavandula angustifolia,Geraniol,9,2.2888888888888888,2.583333333333333
Lavandula angustifolia,Geranyl acetate,9,1.911111111111111,1.7856682533749406
Lavandula angustifolia,Humulene,9,0.24444445555555555,0.1943650474408086
Lavandula angustifolia,Lavandulol,9,0.2,0.1
Lavandula angustifolia,"Lavandulyl acetate, (+/-)-",9,1.588888888888889,0.7372998786864888
Lavandula angustifolia,"Limonene, (-)-",9,0.5111111333333334,0.44845410640951605
Lavandula angustifolia,"Linalool, (+/-)-",9,23.244444444444444,4.564567644123349
Lavandula angustifolia,Linalyl acetate,9,30.655555566666667,13.433550424641613
Lavandula angustifolia,Myrcene,9,0.5000000222222222,0.4092676080512627
Lavandula angustifolia,Nerol,9,0.8111111111111111,0.7372998786864887
Lavandula angustifolia,Neryl acetate,9,1.1888888888888889,0.9739666889124654
Lavandula angustifolia,Piperitone,9,0.11111114444444443,0.10540921581047967
Lavandula angustifolia,Sabinene,9,0.06666671111111111,0.0707106309782066
Lavandula angustifolia,Terpinolene,9,0.07777782222222224,0.08333328666667027
Lavandula angustifolia,alpha-PINENE,9,0.10000004444444445,0.13228752775678734
Lavandula angustifolia,alpha-Santalene,9,0.9666666888888888,0.7449831888483581
Lavandula angustifolia,beta-CARYOPHYLLENE OXIDE,9,1.6333333333333333,0.9630680142129112
Lavandula angustifolia,beta-Farnesene,9,1.2444444444444445,0.5387743291748205
Lavandula angustifolia,"beta-OCIMENE, (3E)-",9,0.9111111222222222,0.7270564547085284
Lavandula angustifolia,"beta-Ocimene, (3Z)-",9,0.6555555777777777,0.5410894057362443
Lavandula angustifolia,gamma-Cadinene,9,0.17777778888888887,0.14813655862075745
Lavandula angustifolia,gamma-Muurolene,9,0.0333334,0.04999995
Lavandula angustifolia,p-CYMENE,9,0.11111115555555556,0.13642250547473014
Lavandula angustifolia,tau-Cadinol,9,0.34444444444444444,0.33582402799349803
Lavandula angustifolia,trans-Sabinene hydrate,9,0.11111112222222223,0.06009249814522978
Melaleuca alternifolia,(+)-Longifolene,1,1.3,
Melaleuca alternifolia,(+)-Neoisodihydrocarveol,1,6.3,
Melaleuca alternifolia,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane",1,0.7,
Melaleuca alternifolia,"1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",1,3.1,
Melaleuca alternifolia,"3,5-Cycloheptadien-1-one",1,0.7,
Melaleuca alternifolia,"4-Terpineol, (+/-)-",1,47.7,
Melaleuca alternifolia,4-Tridecanol,1,0.3,
Melaleuca alternifolia,4-acetoxylcyclohepatone,1,0.3,
Melaleuca alternifolia,"5-Decanone, 2-methyl-",1,3.3,
Melaleuca alternifolia,Aromadendrene,1,1.1,
Melaleuca alternifolia,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",1,1.2,
Melaleuca alternifolia,Caryophyllene,1,3.1,
Melaleuca alternifolia,Cetyl Alcohol,1,0.6,
Melaleuca alternifolia,Eucalyptol,1,5.3,
Melaleuca alternifolia,Germacrene a,1,0.4,
Melaleuca alternifolia,Hexanediol,1,4.9,
Melaleuca alternifolia,Humulene epoxide,1,0.5,
Melaleuca alternifolia,Myrcene,1,0.6,
Melaleuca alternifolia,Nootkatone,1,0.3,
Melaleuca alternifolia,Octadecylamine,1,0.3,
Melaleuca alternifolia,Oleic Acid,1,1.7,
Melaleuca alternifolia,Spathulenol,1,1.3,
Melaleuca alternifolia,"beta-Ocimene, (3Z)-",1,0.2,
Melaleuca alternifolia,ledenepoxide,1,1.2,
Melaleuca alternifolia,p-CYMENE,1,7.3,
Melaleuca alternifolia,undecone,1,0.9,
Mentha piperita,(+)-Neomenthol,11,3.1454545454545455,1.1084797123661185
Mentha piperita,(-)-Isopulegol,11,0.14545457272727272,0.175291939346914
Mentha piperita,(-)-beta-Pinene,11,0.6818181909090909,0.46436661163352494
Mentha piperita,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",11,0.41818187272727275,0.8097137231482175
Mentha piperita,"(1S,2R,5S)-2-isopropyl-5-methylcyclohexyl acetate",11,5.2272727272727275,2.8142817588475073
Mentha piperita,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",11,0.4181818272727273,0.5306942201237245
Mentha piperita,(Z)-p-Menth-2-en-1-ol,11,0.0272728,0.04670988993975473
Mentha piperita,1-Octen-3-OL,11,0.009091,0.0301511043066419
Mentha piperita,3-Octanol,11,0.1909091181818182,0.34483195828482555
Mentha piperita,"4-Terpineol, (+/-)-",11,0.8545454545454546,0.7607412652980464
Mentha piperita,Alpha-Terpineol,11,0.18181818181818182,0.13280197150781925
Mentha piperita,"Carvone, (-)-",11,0.1818182,0.1662418610447982
Mentha piperita,Caryophyllene,11,1.1818181818181819,1.3181943573071324
Mentha piperita,Eucalyptol,11,6.581818181818182,1.4427877056713383
Mentha piperita,Germacrene D-4-ol,11,0.6363636727272727,1.8795066915646688
Mentha piperita,Humulene,11,0.06363640000000001,0.05045244745845339
Mentha piperita,"Limonene, (-)-",11,1.7727272818181818,1.0296512918106175
Mentha piperita,"Linalool, (+/-)-",11,0.15454546363636365,0.15724906879331446
Mentha piperita,Menthofuran,11,4.627272727272727,4.618244451973262
Mentha piperita,Menthone,22,11.640909090909092,12.074871944146343
Mentha piperita,Myrcene,11,0.31818186363636364,0.890862689654351
Mentha piperita,Myrtenol,11,0.045454600000000005,0.05222324456341256
Mentha piperita,Piperitone,11,0.8363636363636363,0.5408747124292783
Mentha piperita,Pulegone,11,0.33636363636363636,0.35573227931332646
Mentha piperita,Sabinene,11,0.10909094545454545,0.1044465517947851
Mentha piperita,Spathulenol,11,0.1818182090909091,0.2272363367229698
Mentha piperita,Terpinolene,11,0.06363640000000001,0.05045244745845339
Mentha piperita,Viridiflorol,11,0.40909093636363636,0.5557958855224088
Mentha piperita,alpha-Cubebene,11,0.0181819,0.040451951295802785
Mentha piperita,alpha-PINENE,11,0.3909091,0.3113022375295591
Mentha piperita,alpha-Terpinene,11,0.04545461818181818,0.09341983437443913
Mentha piperita,beta-Bourbonene,11,0.28181821818181824,0.7373169882017583
Mentha piperita,beta-CARYOPHYLLENE OXIDE,11,0.10909092727272728,0.0831209152106507
